# Determined from WSA steel production, consumption, imports, and exports data; only includes trade between countries in different GCAM regions
GCAM_region,year,metric,value
Colombia,2005,imports_reval,1.351113527466838
Central America and Caribbean,2005,imports_reval,2.8010013921943755
Africa_Eastern,2005,imports_reval,1.0982258634579507
European Free Trade Association,2005,imports_reval,4.510460878972967
India,2005,imports_reval,5.400375276576887
Indonesia,2005,imports_reval,5.527838816903947
Japan,2005,imports_reval,5.2973847359926225
Southeast Asia,2005,imports_reval,29.60519173052431
Mexico,2005,imports_reval,6.294659475511541
Pakistan,2005,imports_reval,2.218885310013464
Russia,2005,imports_reval,4.65190936777639
South Africa,2005,imports_reval,0.5090726655660898
South Korea,2005,imports_reval,19.213344214739745
Taiwan,2005,imports_reval,11.296328797945382
USA,2005,imports_reval,30.78193513482373
South America_Northern,2005,imports_reval,0.41268113636921594
Europe_Non_EU,2006,imports_reval,15.67170443280183
Africa_Northern,2006,imports_reval,9.498251515255543
Africa_Southern,2006,imports_reval,0.20804521438431808
Argentina,2006,imports_reval,0.9294756344135205
Central Asia,2006,imports_reval,3.8928261258677623
Australia_NZ,2006,imports_reval,2.7480599213450967
EU-15,2006,imports_reval,137.47027437041396
Middle East,2006,imports_reval,28.25412707360807
South Asia,2006,imports_reval,1.4563165006902266
Europe_Eastern,2006,imports_reval,3.553329457618726
Africa_Western,2006,imports_reval,2.1373799388239645
South America_Southern,2006,imports_reval,3.421101400460725
Brazil,2006,imports_reval,1.9042083200054112
EU-12,2006,imports_reval,21.720845561542703
Canada,2006,imports_reval,10.822001431432838
China,2006,imports_reval,25.13103385697136
Colombia,2006,imports_reval,1.7264647641444903
Central America and Caribbean,2006,imports_reval,3.412562546393516
Africa_Eastern,2006,imports_reval,1.1716775257863086
European Free Trade Association,2006,imports_reval,4.2095516761244856
India,2006,imports_reval,5.858387628931544
Indonesia,2006,imports_reval,4.862668742176749
Japan,2006,imports_reval,5.033348725164265
Southeast Asia,2006,imports_reval,28.318990375895236
Mexico,2006,imports_reval,8.535029043846205
Pakistan,2006,imports_reval,2.021454247226732
Russia,2006,imports_reval,6.028135963056062
South Africa,2006,imports_reval,0.8777230935218991
South Korea,2006,imports_reval,23.206874386620875
Taiwan,2006,imports_reval,10.9798190755664
USA,2006,imports_reval,40.11316168793604
South America_Northern,2006,imports_reval,0.548576933451187
Europe_Non_EU,2007,imports_reval,17.67444127817753
Africa_Northern,2007,imports_reval,8.434084559059702
Africa_Southern,2007,imports_reval,0.20661094549721418
Argentina,2007,imports_reval,1.0811275712403732
Central Asia,2007,imports_reval,5.373930235853284
Australia_NZ,2007,imports_reval,2.791293417138106
EU-15,2007,imports_reval,146.3224852970048
Middle East,2007,imports_reval,32.58827393310268
South Asia,2007,imports_reval,1.4176374775204892
Europe_Eastern,2007,imports_reval,4.361332037624363
Africa_Western,2007,imports_reval,2.1070225134864415
South America_Southern,2007,imports_reval,3.9490423277525615
Brazil,2007,imports_reval,1.758746024628029
EU-12,2007,imports_reval,29.35687550714592
Canada,2007,imports_reval,8.188748661637112
China,2007,imports_reval,22.728644149389062
Colombia,2007,imports_reval,2.041561619863562
Central America and Caribbean,2007,imports_reval,3.2352001020182595
Africa_Eastern,2007,imports_reval,1.1547710765661126
European Free Trade Association,2007,imports_reval,4.2058624152700235
India,2007,imports_reval,7.875763764002719
Indonesia,2007,imports_reval,5.8423847558420166
Japan,2007,imports_reval,4.859448525035964
Southeast Asia,2007,imports_reval,33.54666232880015
Mexico,2007,imports_reval,6.8682796980880845
Pakistan,2007,imports_reval,1.996557255497832
Russia,2007,imports_reval,7.459473393619718
South Africa,2007,imports_reval,0.7764810773167894
South Korea,2007,imports_reval,26.77759679760924
Taiwan,2007,imports_reval,9.457053475580407
USA,2007,imports_reval,28.314904971284058
South America_Northern,2007,imports_reval,0.6832480771888073
Europe_Non_EU,2008,imports_reval,17.478727083803605
Africa_Northern,2008,imports_reval,12.276200505802631
Africa_Southern,2008,imports_reval,0.28285422220339007
Argentina,2008,imports_reval,1.3030012515472342
Central Asia,2008,imports_reval,5.332634012716854
Australia_NZ,2008,imports_reval,3.5242388200267976
EU-15,2008,imports_reval,135.97280817722157
Middle East,2008,imports_reval,38.41313556897226
South Asia,2008,imports_reval,1.2541257057988544
Europe_Eastern,2008,imports_reval,4.7960429147133645
Africa_Western,2008,imports_reval,2.9626899965347726
South America_Southern,2008,imports_reval,4.508938273012965
Brazil,2008,imports_reval,2.848259399476478
EU-12,2008,imports_reval,29.49067238038948
Canada,2008,imports_reval,7.8148877935973395
China,2008,imports_reval,20.16584219473581
Colombia,2008,imports_reval,2.0860498887500016
Central America and Caribbean,2008,imports_reval,3.234105261222585
Africa_Eastern,2008,imports_reval,1.1230976469840488
European Free Trade Association,2008,imports_reval,4.12634394743769
India,2008,imports_reval,7.251259159647938
Indonesia,2008,imports_reval,8.392035195519698
Japan,2008,imports_reval,5.099468293055462
Southeast Asia,2008,imports_reval,35.35573787019507
Mexico,2008,imports_reval,7.420763711924234
Pakistan,2008,imports_reval,1.3570763234390588
Russia,2008,imports_reval,5.9534574342441475
South Africa,2008,imports_reval,0.8246419334505246
South Korea,2008,imports_reval,29.699693331355956
Taiwan,2008,imports_reval,9.61912336537264
USA,2008,imports_reval,25.62014511920927
South America_Northern,2008,imports_reval,0.6197835162986047
Europe_Non_EU,2009,imports_reval,13.011204182912511
Africa_Northern,2009,imports_reval,15.57534574626594
Africa_Southern,2009,imports_reval,1.7164831298706336
Argentina,2009,imports_reval,0.676312495680091
Central Asia,2009,imports_reval,5.289541295388208
Australia_NZ,2009,imports_reval,2.3958193773943015
EU-15,2009,imports_reval,76.20348271591499
Middle East,2009,imports_reval,30.750548331898504
South Asia,2009,imports_reval,2.133190734061039
Europe_Eastern,2009,imports_reval,2.6316720211933196
Africa_Western,2009,imports_reval,3.69002376753269
South America_Southern,2009,imports_reval,3.002585580672118
Brazil,2009,imports_reval,2.2297004179784774
EU-12,2009,imports_reval,18.292690736360615
Canada,2009,imports_reval,6.409308690226622
China,2009,imports_reval,25.37935714042428
Colombia,2009,imports_reval,1.6347307098849573
Central America and Caribbean,2009,imports_reval,3.4480850189591528
Africa_Eastern,2009,imports_reval,2.3000511472688574
European Free Trade Association,2009,imports_reval,3.063985749011203
India,2009,imports_reval,8.353618426522495
Indonesia,2009,imports_reval,5.757223510170909
Japan,2009,imports_reval,3.188971759441395
Southeast Asia,2009,imports_reval,30.693097046870538
Mexico,2009,imports_reval,4.896462152032611
Pakistan,2009,imports_reval,1.7527681519935594
Russia,2009,imports_reval,3.614391370355896
South Africa,2009,imports_reval,0.6400274735571652
South Korea,2009,imports_reval,20.50103749945313
Taiwan,2009,imports_reval,6.586739432592243
USA,2009,imports_reval,15.463466928053586
South America_Northern,2009,imports_reval,0.42030150625722495
Europe_Non_EU,2010,imports_reval,13.481360626325394
Africa_Northern,2010,imports_reval,9.897664927345504
Africa_Southern,2010,imports_reval,1.4740450392913333
Argentina,2010,imports_reval,1.2916948370029875
Central Asia,2010,imports_reval,3.8996687109202015
Australia_NZ,2010,imports_reval,3.0054184391489023
EU-15,2010,imports_reval,105.05545661236273
Middle East,2010,imports_reval,35.67648318759725
South Asia,2010,imports_reval,2.46312291524329
Europe_Eastern,2010,imports_reval,4.093269285221204
Africa_Western,2010,imports_reval,3.5360671978315237
South America_Southern,2010,imports_reval,5.6298138690008885
Brazil,2010,imports_reval,6.0477131781646625
EU-12,2010,imports_reval,23.10197752492338
Canada,2010,imports_reval,9.558132057156921
China,2010,imports_reval,22.853494825812515
Colombia,2010,imports_reval,2.1973747865450526
Central America and Caribbean,2010,imports_reval,3.289161079791113
Africa_Eastern,2010,imports_reval,2.1275444826655994
European Free Trade Association,2010,imports_reval,3.4699959407076335
India,2010,imports_reval,9.981185163962817
Indonesia,2010,imports_reval,7.799337421840403
Japan,2010,imports_reval,4.548076983579116
Southeast Asia,2010,imports_reval,40.035264309834076
Mexico,2010,imports_reval,6.895868075102389
Pakistan,2010,imports_reval,1.7362591187312166
Russia,2010,imports_reval,5.356282555661081
South Africa,2010,imports_reval,0.8269941175083811
South Korea,2010,imports_reval,25.382162066690746
Taiwan,2010,imports_reval,8.705879793567322
USA,2010,imports_reval,23.057930833415746
South America_Northern,2010,imports_reval,0.48246492325805485
Europe_Non_EU,2011,imports_reval,13.036415646948488
Africa_Northern,2011,imports_reval,9.522060203847907
Africa_Southern,2011,imports_reval,1.9058968529146605
Argentina,2011,imports_reval,1.332020299053617
Central Asia,2011,imports_reval,4.632749845136165
Australia_NZ,2011,imports_reval,2.7813254043132125
EU-15,2011,imports_reval,117.19265385824558
Middle East,2011,imports_reval,37.625316659946265
South Asia,2011,imports_reval,2.7432489264523157
Europe_Eastern,2011,imports_reval,4.284036983827317
Africa_Western,2011,imports_reval,4.640616834408364
South America_Southern,2011,imports_reval,5.530188049765842
Brazil,2011,imports_reval,3.961503766760875
EU-12,2011,imports_reval,27.46139962451419
Canada,2011,imports_reval,11.417466446998102
China,2011,imports_reval,21.880885373016397
Colombia,2011,imports_reval,2.6278380229860607
Central America and Caribbean,2011,imports_reval,3.3698438068824994
Africa_Eastern,2011,imports_reval,2.7059111323133216
European Free Trade Association,2011,imports_reval,3.977661324439847
India,2011,imports_reval,9.647722496211456
Indonesia,2011,imports_reval,9.00056169053918
Japan,2011,imports_reval,6.308227113487127
Southeast Asia,2011,imports_reval,37.94791792225233
Mexico,2011,imports_reval,7.169033779340457
Pakistan,2011,imports_reval,1.6660725595867172
Russia,2011,imports_reval,7.5386903560432295
South Africa,2011,imports_reval,1.3184068840475656
South Korea,2011,imports_reval,23.905156750625757
Taiwan,2011,imports_reval,7.908346932746001
USA,2011,imports_reval,30.565919841834955
South America_Northern,2011,imports_reval,0.6743876356843783
Europe_Non_EU,2012,imports_reval,14.433526417834655
Africa_Northern,2012,imports_reval,11.83589227178655
Africa_Southern,2012,imports_reval,2.23499205898919
Argentina,2012,imports_reval,1.386318547911224
Central Asia,2012,imports_reval,6.312757007522745
Australia_NZ,2012,imports_reval,3.65496091077715
EU-15,2012,imports_reval,97.65697543286362
Middle East,2012,imports_reval,34.36505643769395
South Asia,2012,imports_reval,3.2015100456016286
Europe_Eastern,2012,imports_reval,4.495256492998829
Africa_Western,2012,imports_reval,4.8213551955835285
South America_Southern,2012,imports_reval,5.28276976698338
Brazil,2012,imports_reval,3.981844224684938
EU-12,2012,imports_reval,26.860844321087512
Canada,2012,imports_reval,10.139628740540042
China,2012,imports_reval,19.35845135558525
Colombia,2012,imports_reval,1.9967204028470404
Central America and Caribbean,2012,imports_reval,3.1416192188406447
Africa_Eastern,2012,imports_reval,2.7051660790419785
European Free Trade Association,2012,imports_reval,3.915495179580267
India,2012,imports_reval,9.847605746037067
Indonesia,2012,imports_reval,12.684551154728402
Japan,2012,imports_reval,6.5018952887631265
Southeast Asia,2012,imports_reval,42.5752658231139
Mexico,2012,imports_reval,9.768538148247455
Pakistan,2012,imports_reval,2.0589202464415366
Russia,2012,imports_reval,7.616579416698735
South Africa,2012,imports_reval,1.1712546819234748
South Korea,2012,imports_reval,21.508495068049275
Taiwan,2012,imports_reval,7.928898706342446
USA,2012,imports_reval,32.56109100440005
South America_Northern,2012,imports_reval,1.0658312182039904
Europe_Non_EU,2013,imports_reval,17.182836545434245
Africa_Northern,2013,imports_reval,13.356694647197589
Africa_Southern,2013,imports_reval,2.68754523234815
Argentina,2013,imports_reval,1.1967731378682136
Central Asia,2013,imports_reval,6.3672070850644795
Australia_NZ,2013,imports_reval,2.669884517640025
EU-15,2013,imports_reval,92.84727662406789
Middle East,2013,imports_reval,28.256104667428424
South Asia,2013,imports_reval,3.2911343659310153
Europe_Eastern,2013,imports_reval,4.453616703160618
Africa_Western,2013,imports_reval,5.326305742314004
South America_Southern,2013,imports_reval,5.984904554912134
Brazil,2013,imports_reval,3.826141898236658
EU-12,2013,imports_reval,27.608891416654206
Canada,2013,imports_reval,9.240709254633472
China,2013,imports_reval,20.001533658463572
Colombia,2013,imports_reval,2.7301387207618624
Central America and Caribbean,2013,imports_reval,3.5040935712061496
Africa_Eastern,2013,imports_reval,3.088532866218975
European Free Trade Association,2013,imports_reval,3.885868729643927
India,2013,imports_reval,7.679294301321037
Indonesia,2013,imports_reval,13.824412870650082
Japan,2013,imports_reval,6.03365905479596
Southeast Asia,2013,imports_reval,47.13748642155584
Mexico,2013,imports_reval,8.432471840344002
Pakistan,2013,imports_reval,2.142140807538417
Russia,2013,imports_reval,6.826385667475721
South Africa,2013,imports_reval,1.8273645395053713
South Korea,2013,imports_reval,19.77272841410218
Taiwan,2013,imports_reval,8.065752293757647
USA,2013,imports_reval,30.970660404624294
South America_Northern,2013,imports_reval,1.0180882596448344
Europe_Non_EU,2014,imports_reval,16.435486763410267
Africa_Northern,2014,imports_reval,17.205128646767978
Africa_Southern,2014,imports_reval,2.6070263033418426
Argentina,2014,imports_reval,0.9655586093446646
Central Asia,2014,imports_reval,7.131489946192387
Australia_NZ,2014,imports_reval,3.532685085928414
EU-15,2014,imports_reval,110.68508479525674
Middle East,2014,imports_reval,30.00683282584055
South Asia,2014,imports_reval,3.713004108070565
Europe_Eastern,2014,imports_reval,3.4529215486347247
Africa_Western,2014,imports_reval,5.505522978011803
South America_Southern,2014,imports_reval,6.394726746453306
Brazil,2014,imports_reval,3.876923391902116
EU-12,2014,imports_reval,29.95435681446312
Canada,2014,imports_reval,10.80271170215721
China,2014,imports_reval,20.632079307101925
Colombia,2014,imports_reval,3.279750711089214
Central America and Caribbean,2014,imports_reval,4.051081451328748
Africa_Eastern,2014,imports_reval,3.310186797688122
European Free Trade Association,2014,imports_reval,4.3833109049498145
India,2014,imports_reval,9.946303196477594
Indonesia,2014,imports_reval,11.572010028950295
Japan,2014,imports_reval,7.710120650947867
Southeast Asia,2014,imports_reval,52.48335801902026
Mexico,2014,imports_reval,9.562178793194827
Pakistan,2014,imports_reval,2.765818403870261
Russia,2014,imports_reval,6.884720593416202
South Africa,2014,imports_reval,1.4882196826638416
South Korea,2014,imports_reval,23.517649258907873
Taiwan,2014,imports_reval,9.297699695852591
USA,2014,imports_reval,43.4176022934559
South America_Northern,2014,imports_reval,0.941419644111048
Europe_Non_EU,2015,imports_reval,22.287320581929478
Africa_Northern,2015,imports_reval,18.095745848596227
Africa_Southern,2015,imports_reval,2.3955923793926277
Argentina,2015,imports_reval,1.2572388640202854
Central Asia,2015,imports_reval,5.083663758113823
Australia_NZ,2015,imports_reval,3.547724424731327
